timestamp_s,frame,gripper_x_m,gripper_y_m,gripper_z_m,gripper_qx,gripper_qy,gripper_qz,gripper_qw,probe_x_m,probe_y_m,probe_z_m,probe_qx,probe_qy,probe_qz,probe_qw
1773689892.276475,464317,0.027742,-0.914250,0.069250,-0.034344,-0.018236,-0.032133,-0.998727,0.102782,-0.948147,0.086909,0.011537,0.985623,0.116698,-0.121634
1773689892.286541,464319,0.027752,-0.914263,0.069205,-0.034343,-0.018300,-0.032463,-0.998715,0.102793,-0.948324,0.086464,0.014209,0.985453,0.115931,-0.123454
1773689892.296601,464320,0.027760,-0.914265,0.069225,-0.034367,-0.018220,-0.032395,-0.998718,0.102802,-0.948425,0.086318,0.015062,0.985403,0.115201,-0.124427
1773689892.306662,464322,0.027782,-0.914256,0.069281,-0.034166,-0.017910,-0.031811,-0.998749,0.102815,-0.948538,0.086020,0.016223,0.985279,0.113786,-0.126547
1773689892.326791,464324,0.027799,-0.914242,0.069261,-0.034137,-0.017817,-0.032245,-0.998738,0.102828,-0.948659,0.085606,0.015687,0.985016,0.113058,-0.129285
1773689892.336854,464326,0.027815,-0.914235,0.069255,-0.034425,-0.017810,-0.032344,-0.998725,0.102824,-0.948689,0.085225,0.015989,0.984650,0.113479,-0.131651
1773689892.356977,464328,0.027825,-0.914232,0.069291,-0.034143,-0.017704,-0.032165,-0.998742,0.102793,-0.948608,0.084846,0.016428,0.984264,0.113190,-0.134697
1773689892.367043,464329,0.027822,-0.914231,0.069288,-0.034090,-0.017846,-0.032269,-0.998738,0.102766,-0.948564,0.084624,0.016517,0.984036,0.113154,-0.136370
1773689892.387167,464331,0.027801,-0.914242,0.069263,-0.034254,-0.017887,-0.032199,-0.998734,0.102694,-0.948535,0.084146,0.014879,0.983554,0.113354,-0.139824
1773689892.397230,464332,0.027794,-0.914250,0.069247,-0.034466,-0.017972,-0.032416,-0.998718,0.102656,-0.948526,0.083905,0.014046,0.983110,0.115173,-0.141540
1773689892.407292,464334,0.027779,-0.914250,0.069271,-0.034372,-0.017972,-0.032390,-0.998722,0.102593,-0.948500,0.083492,0.012553,0.982565,0.115639,-0.145038
1773689892.427420,464336,0.027776,-0.914257,0.069287,-0.034207,-0.017917,-0.032188,-0.998736,0.102548,-0.948514,0.083067,0.012233,0.981913,0.116199,-0.148980
1773689892.437482,464338,0.027786,-0.914258,0.069256,-0.034388,-0.018141,-0.032550,-0.998714,0.102514,-0.948588,0.082567,0.012673,0.981350,0.116732,-0.152200
1773689892.457606,464340,0.027794,-0.914245,0.069271,-0.034400,-0.018054,-0.032387,-0.998720,0.102473,-0.948589,0.082085,0.012970,0.980864,0.116411,-0.155516
1773689892.467671,464341,0.027804,-0.914249,0.069285,-0.034199,-0.017945,-0.032151,-0.998737,0.102462,-0.948621,0.081865,0.013114,0.980604,0.116173,-0.157312
1773689892.487797,464343,0.027815,-0.914249,0.069273,-0.034169,-0.017798,-0.032005,-0.998745,0.102430,-0.948685,0.081407,0.014422,0.979815,0.117985,-0.160732
1773689892.497860,464345,0.027817,-0.914250,0.069230,-0.034421,-0.017938,-0.032582,-0.998715,0.102386,-0.948770,0.080907,0.015815,0.979175,0.118523,-0.164070
1773689892.517986,464347,0.027827,-0.914247,0.069249,-0.034468,-0.017720,-0.032221,-0.998729,0.102354,-0.948870,0.080425,0.018181,0.978788,0.116622,-0.167461
1773689892.528050,464348,0.027834,-0.914232,0.069256,-0.034374,-0.017732,-0.032252,-0.998731,0.102334,-0.948917,0.080173,0.018866,0.978405,0.117505,-0.168999
1773689892.548175,464351,0.027853,-0.914217,0.069248,-0.034285,-0.017487,-0.032198,-0.998740,0.102271,-0.949048,0.079398,0.021830,0.977390,0.118788,-0.173557
1773689892.558240,464352,0.027854,-0.914212,0.069242,-0.034571,-0.017580,-0.032552,-0.998717,0.102241,-0.949041,0.079124,0.022387,0.977183,0.117575,-0.175464
1773689892.578366,464354,0.027866,-0.914213,0.069282,-0.034141,-0.017398,-0.032062,-0.998751,0.102172,-0.949079,0.078581,0.023695,0.976649,0.117251,-0.178457
1773689892.588428,464356,0.027870,-0.914198,0.069290,-0.034197,-0.017411,-0.032026,-0.998750,0.102087,-0.949158,0.077955,0.023580,0.975978,0.116786,-0.182408
1773689892.598490,464357,0.027872,-0.914202,0.069256,-0.034338,-0.017547,-0.032402,-0.998731,0.102041,-0.949193,0.077607,0.023946,0.975648,0.116005,-0.184607
1773689892.608555,464358,0.027878,-0.914202,0.069240,-0.034367,-0.017492,-0.032284,-0.998735,0.101983,-0.949210,0.077252,0.024000,0.975337,0.115306,-0.186672
1773689892.628677,464360,0.027878,-0.914204,0.069248,-0.034345,-0.017512,-0.032243,-0.998736,0.101846,-0.949236,0.076511,0.024267,0.975052,0.110589,-0.190931
1773689892.638739,464362,0.027866,-0.914207,0.069244,-0.034428,-0.017687,-0.032317,-0.998728,0.101662,-0.949245,0.075729,0.023515,0.974368,0.107655,-0.196122
1773689892.658862,464364,0.028046,-0.914274,0.068993,-0.020897,-0.017108,-0.015192,-0.999520,0.101455,-0.949183,0.074881,0.023345,0.973765,0.102938,-0.201597
1773689892.668923,464365,0.027813,-0.914219,0.069184,-0.033948,-0.017983,-0.031886,-0.998753,0.101346,-0.949140,0.074494,0.022708,0.973271,0.103154,-0.203930
1773689892.678986,464366,0.027793,-0.914238,0.069192,-0.034456,-0.018145,-0.032183,-0.998723,0.101231,-0.949090,0.074131,0.023375,0.972561,0.104819,-0.206380
1773689892.699108,464369,0.027749,-0.914265,0.069205,-0.034541,-0.018253,-0.031997,-0.998724,0.100885,-0.948974,0.072986,0.024292,0.970556,0.106343,-0.214763
1773689892.709169,464370,0.027962,-0.914295,0.069001,-0.021099,-0.017414,-0.014622,-0.999519,0.100778,-0.948999,0.072576,0.023995,0.969778,0.108055,-0.217437
1773689892.719231,464372,0.027754,-0.914249,0.069219,-0.034436,-0.018241,-0.031592,-0.998741,0.100537,-0.949071,0.071778,0.025578,0.968688,0.104855,-0.223597
1773689892.749414,464375,0.027766,-0.914227,0.069276,-0.033968,-0.018136,-0.031791,-0.998753,0.100187,-0.949040,0.070523,0.022747,0.966224,0.106761,-0.233443
1773689892.759475,464377,0.027770,-0.914216,0.069256,-0.034233,-0.018284,-0.031963,-0.998735,0.099923,-0.948923,0.069660,0.023902,0.964168,0.110469,-0.240013
1773689892.779577,464379,0.027761,-0.914220,0.069257,-0.034293,-0.018251,-0.032146,-0.998728,0.099655,-0.948913,0.068843,0.025246,0.962332,0.113480,-0.245768
1773689892.799687,464381,0.027761,-0.914227,0.069261,-0.034284,-0.018134,-0.031800,-0.998742,0.099451,-0.948977,0.068194,0.029260,0.960857,0.114254,-0.250688
1773689892.809737,464383,0.027777,-0.914238,0.069239,-0.034201,-0.017987,-0.031497,-0.998757,0.099295,-0.949006,0.067670,0.029177,0.959509,0.116425,-0.254828
1773689892.829842,464385,0.027792,-0.914228,0.069230,-0.034156,-0.017864,-0.031830,-0.998750,0.099214,-0.949069,0.067313,0.028505,0.958818,0.116683,-0.257375
1773689892.849949,464388,0.027847,-0.914211,0.069266,-0.033784,-0.017560,-0.031864,-0.998767,0.099264,-0.949278,0.067204,0.030493,0.958433,0.117910,-0.258020
1773689892.860013,464389,0.027866,-0.914231,0.069245,-0.033915,-0.017409,-0.031771,-0.998768,0.099318,-0.949350,0.067246,0.031287,0.958677,0.117033,-0.257414
1773689892.880130,464391,0.027897,-0.914197,0.069203,-0.033934,-0.017269,-0.031655,-0.998773,0.099488,-0.949518,0.067513,0.033445,0.959260,0.116855,-0.255045
1773689892.890192,464392,0.027906,-0.914187,0.069207,-0.033724,-0.017212,-0.031557,-0.998785,0.099606,-0.949632,0.067750,0.035141,0.959707,0.116639,-0.253224
1773689892.900245,464393,0.027919,-0.914169,0.069218,-0.033798,-0.017150,-0.031851,-0.998774,0.099736,-0.949712,0.068042,0.035559,0.960153,0.117408,-0.251114
1773689892.910308,464394,0.027927,-0.914159,0.069222,-0.034088,-0.017292,-0.032374,-0.998745,0.099888,-0.949797,0.068386,0.034994,0.960845,0.117546,-0.248464
1773689892.920360,464396,0.027941,-0.914130,0.069210,-0.034271,-0.017219,-0.032508,-0.998735,0.100229,-0.949974,0.069222,0.032455,0.962090,0.118710,-0.243386
1773689892.940485,464397,0.027943,-0.914110,0.069202,-0.034122,-0.017243,-0.032645,-0.998736,0.100416,-0.950061,0.069744,0.032645,0.963056,0.118161,-0.239782
1773689892.950537,464399,0.027942,-0.914101,0.069207,-0.034215,-0.017188,-0.032586,-0.998735,0.100806,-0.950204,0.070924,0.034504,0.964542,0.121001,-0.232005
1773689892.970654,464401,0.027934,-0.914110,0.069222,-0.034359,-0.017120,-0.032563,-0.998732,0.101219,-0.950340,0.072290,0.034348,0.966220,0.124460,-0.223047
1773689892.980718,464403,0.027923,-0.914130,0.069226,-0.034554,-0.017263,-0.032914,-0.998712,0.101589,-0.950361,0.073718,0.032609,0.967822,0.127354,-0.214566
1773689892.990782,464404,0.027930,-0.914130,0.069226,-0.034064,-0.017174,-0.032283,-0.998751,0.101753,-0.950379,0.074437,0.030713,0.968946,0.126756,-0.210078
1773689893.010897,464407,0.027932,-0.914182,0.069239,-0.034573,-0.017377,-0.032862,-0.998711,0.102218,-0.950268,0.076443,0.032137,0.971013,0.131610,-0.196926
1773689893.031011,464409,0.027925,-0.914185,0.069241,-0.034013,-0.017358,-0.032466,-0.998743,0.102450,-0.950194,0.077668,0.030249,0.972391,0.133134,-0.189252
1773689893.041074,464410,0.027922,-0.914188,0.069215,-0.034088,-0.017480,-0.032530,-0.998736,0.102551,-0.950162,0.078237,0.029323,0.972979,0.134258,-0.185548
1773689893.061177,464412,0.027906,-0.914199,0.069174,-0.033873,-0.017509,-0.032279,-0.998751,0.102720,-0.950062,0.079356,0.027261,0.974575,0.132450,-0.178657
1773689893.071230,464414,0.027877,-0.914211,0.069179,-0.033943,-0.017643,-0.032412,-0.998742,0.102847,-0.949988,0.080471,0.024710,0.976238,0.129674,-0.171854
1773689893.081296,464415,0.027859,-0.914223,0.069173,-0.033985,-0.017726,-0.032506,-0.998736,0.102900,-0.949912,0.080996,0.023690,0.976659,0.131173,-0.168432
1773689893.111491,464416,0.027846,-0.914252,0.069163,-0.034384,-0.017665,-0.032556,-0.998722,0.102956,-0.949867,0.081491,0.022459,0.977204,0.131884,-0.164848
1773689893.141645,464422,0.027826,-0.914232,0.069220,-0.034213,-0.017857,-0.032322,-0.998732,0.103234,-0.949510,0.084522,0.021707,0.979904,0.134677,-0.145534
1773689893.151709,464423,0.027822,-0.914244,0.069212,-0.034351,-0.017975,-0.032434,-0.998722,0.103265,-0.949484,0.085022,0.019155,0.980651,0.133119,-0.142256
1773689893.161771,464425,0.027816,-0.914246,0.069200,-0.034196,-0.018000,-0.032357,-0.998729,0.103312,-0.949355,0.085950,0.019568,0.981783,0.131521,-0.135726
1773689893.171833,464426,0.027806,-0.914243,0.069211,-0.034332,-0.018194,-0.032711,-0.998709,0.103328,-0.949301,0.086426,0.018044,0.982322,0.130834,-0.132670
1773689893.191961,464428,0.027799,-0.914242,0.069223,-0.034478,-0.018132,-0.032253,-0.998720,0.103359,-0.949234,0.087296,0.016452,0.983300,0.129599,-0.126707
1773689893.202025,464430,0.027783,-0.914226,0.069187,-0.034586,-0.018234,-0.032443,-0.998709,0.103375,-0.949167,0.088114,0.013540,0.984230,0.127882,-0.121463
1773689893.212085,464431,0.027774,-0.914232,0.069179,-0.034471,-0.018289,-0.032678,-0.998704,0.103381,-0.949124,0.088518,0.013785,0.984452,0.128589,-0.118866
1773689893.222149,464432,0.027989,-0.914273,0.068984,-0.020882,-0.017270,-0.014660,-0.999525,0.103393,-0.949126,0.088964,0.014226,0.984861,0.128656,-0.115300
1773689893.252340,464435,0.027981,-0.914284,0.068972,-0.020973,-0.017172,-0.014666,-0.999525,0.103422,-0.949187,0.090334,0.012719,0.985983,0.127685,-0.106642
1773689893.262401,464437,0.027988,-0.914279,0.068945,-0.020832,-0.017018,-0.014258,-0.999536,0.103449,-0.949207,0.091201,0.013031,0.986696,0.127215,-0.100389
1773689893.282505,464439,0.027789,-0.914210,0.069166,-0.034068,-0.017976,-0.031872,-0.998749,0.103483,-0.949225,0.092217,0.012816,0.986965,0.129672,-0.094450
1773689893.302611,464441,0.027818,-0.914175,0.069202,-0.034444,-0.017999,-0.032340,-0.998721,0.103516,-0.949166,0.093258,0.012357,0.987800,0.128448,-0.087179
1773689893.312674,464443,0.027848,-0.914162,0.069173,-0.034072,-0.017786,-0.032169,-0.998743,0.103537,-0.949157,0.094324,0.012224,0.987970,0.131448,-0.080544
1773689893.332797,464445,0.027868,-0.914147,0.069168,-0.033758,-0.017705,-0.032226,-0.998753,0.103522,-0.949093,0.095531,0.012109,0.988565,0.131724,-0.072402
1773689893.342860,464446,0.027876,-0.914142,0.069192,-0.034085,-0.017530,-0.031933,-0.998755,0.103500,-0.949092,0.096238,0.010345,0.988974,0.131075,-0.068139
1773689893.352927,464448,0.027884,-0.914134,0.069203,-0.034061,-0.017365,-0.031905,-0.998759,0.103420,-0.949029,0.097809,0.009871,0.989388,0.132963,-0.057750
1773689893.362989,464449,0.027892,-0.914119,0.069180,-0.033776,-0.017377,-0.031802,-0.998772,0.103356,-0.949041,0.098672,0.007699,0.989899,0.131773,-0.051731
1773689893.383116,464451,0.027898,-0.914090,0.069154,-0.033921,-0.017429,-0.032130,-0.998756,0.103160,-0.948885,0.100553,0.005305,0.990483,0.131782,-0.039349
1773689893.393178,464452,0.027893,-0.914102,0.069165,-0.033678,-0.017344,-0.031986,-0.998770,0.103031,-0.948793,0.101567,0.004664,0.990452,0.133794,-0.032910
1773689893.403245,464454,0.027881,-0.914120,0.069193,-0.033547,-0.017401,-0.031849,-0.998778,0.102702,-0.948572,0.103574,0.001996,0.991098,0.131626,-0.019895
1773689893.423370,464456,0.027854,-0.914145,0.069147,-0.033619,-0.017550,-0.031780,-0.998775,0.102297,-0.948305,0.105384,-0.001964,0.991215,0.132054,-0.007054
1773689893.443496,464458,0.028050,-0.914225,0.068930,-0.020069,-0.016739,-0.014435,-0.999554,0.101901,-0.948060,0.107013,-0.004505,0.991572,0.129389,0.004884
1773689893.453566,464459,0.027823,-0.914193,0.069134,-0.033406,-0.017683,-0.031471,-0.998790,0.101684,-0.947853,0.107780,-0.006255,0.992078,0.125016,0.010616
1773689893.463624,464460,0.027814,-0.914215,0.069147,-0.033582,-0.017683,-0.031318,-0.998789,0.101476,-0.947657,0.108515,-0.006863,0.992167,0.123679,0.016135
1773689893.483754,464463,0.027994,-0.914276,0.068930,-0.020015,-0.017091,-0.013756,-0.999559,0.100838,-0.947242,0.110545,-0.012517,0.992785,0.114734,0.032522
1773689893.493817,464464,0.027985,-0.914261,0.068930,-0.020087,-0.017161,-0.013825,-0.999555,0.100634,-0.947156,0.111181,-0.013248,0.993015,0.111119,0.037407
1773689893.503882,464466,0.027965,-0.914276,0.068955,-0.020282,-0.017205,-0.014069,-0.999547,0.100224,-0.946964,0.112410,-0.012665,0.993309,0.104378,0.047767
1773689893.513945,464467,0.027959,-0.914286,0.068967,-0.020389,-0.017148,-0.013861,-0.999549,0.100027,-0.946890,0.112986,-0.011976,0.993449,0.100649,0.052778
1773689893.524007,464468,0.027955,-0.914287,0.068958,-0.020379,-0.017224,-0.013880,-0.999548,0.099841,-0.946816,0.113497,-0.011312,0.993571,0.097256,0.056832
1773689893.544134,464470,0.027957,-0.914296,0.068928,-0.020381,-0.017078,-0.013759,-0.999552,0.099514,-0.946721,0.114392,-0.014253,0.993203,0.095822,0.064518
1773689893.554198,464472,0.027972,-0.914268,0.068952,-0.020375,-0.017089,-0.014122,-0.999547,0.099274,-0.946670,0.115174,-0.014053,0.992989,0.093663,0.070726
1773689893.574323,464474,0.027791,-0.914212,0.069180,-0.033797,-0.017863,-0.031486,-0.998773,0.099129,-0.946751,0.115789,-0.014919,0.992603,0.094593,0.074625
1773689893.584388,464476,0.027829,-0.914194,0.069144,-0.033529,-0.017658,-0.031433,-0.998787,0.099034,-0.946822,0.116181,-0.013762,0.992394,0.094292,0.077930
1773689893.604515,464477,0.027844,-0.914187,0.069132,-0.033299,-0.017549,-0.031450,-0.998796,0.098984,-0.946835,0.116386,-0.014561,0.992225,0.094595,0.079558
1773689893.614582,464479,0.027862,-0.914181,0.069158,-0.033449,-0.017535,-0.031874,-0.998778,0.098872,-0.946875,0.116842,-0.013816,0.991902,0.095433,0.082658
1773689893.624644,464480,0.027866,-0.914173,0.069161,-0.033265,-0.017468,-0.031878,-0.998785,0.098803,-0.946901,0.117067,-0.013072,0.991657,0.096879,0.084021
1773689893.634705,464482,0.028093,-0.914229,0.068925,-0.020126,-0.016385,-0.014127,-0.999563,0.098644,-0.946923,0.117526,-0.012076,0.991411,0.096593,0.087339
1773689893.654826,464483,0.027875,-0.914174,0.069125,-0.033371,-0.017357,-0.031781,-0.998787,0.098549,-0.946916,0.117786,-0.012530,0.991138,0.097229,0.089636
1773689893.664888,464485,0.027881,-0.914150,0.069155,-0.033422,-0.017376,-0.031911,-0.998781,0.098362,-0.946949,0.118346,-0.012926,0.990778,0.097558,0.093133
1773689893.685004,464487,0.027893,-0.914156,0.069157,-0.033464,-0.017222,-0.031884,-0.998783,0.098160,-0.946959,0.118883,-0.013378,0.990258,0.099039,0.096962
1773689893.695068,464489,0.027895,-0.914165,0.069140,-0.033460,-0.017224,-0.031780,-0.998786,0.097922,-0.946875,0.119434,-0.013487,0.989746,0.100036,0.101063
1773689893.715189,464491,0.027894,-0.914174,0.069171,-0.033511,-0.017311,-0.031899,-0.998779,0.097656,-0.946766,0.120039,-0.015742,0.989499,0.098324,0.104767
1773689893.735311,464493,0.027890,-0.914182,0.069177,-0.033354,-0.017245,-0.031579,-0.998796,0.097375,-0.946624,0.120636,-0.018389,0.989162,0.096019,0.109549
1773689893.745373,464495,0.027879,-0.914188,0.069158,-0.033679,-0.017421,-0.032171,-0.998763,0.097091,-0.946489,0.121178,-0.018519,0.988887,0.094136,0.113574
1773689893.755433,464496,0.027874,-0.914198,0.069151,-0.033410,-0.017481,-0.032075,-0.998774,0.096951,-0.946456,0.121466,-0.019646,0.988698,0.092994,0.115943
1773689893.775560,464498,0.027871,-0.914210,0.069173,-0.033272,-0.017427,-0.031712,-0.998791,0.096698,-0.946371,0.121994,-0.019200,0.988146,0.093547,0.120199
1773689893.785621,464500,0.027863,-0.914227,0.069166,-0.033474,-0.017536,-0.032150,-0.998768,0.096460,-0.946309,0.122440,-0.020665,0.987844,0.091628,0.123858
1773689893.805737,464502,0.028067,-0.914282,0.068942,-0.020035,-0.016543,-0.014285,-0.999560,0.096217,-0.946289,0.122854,-0.020998,0.987742,0.086826,0.128005
1773689893.825836,464505,0.028042,-0.914288,0.068954,-0.020289,-0.016701,-0.014535,-0.999549,0.095922,-0.946223,0.123372,-0.019136,0.987244,0.087259,0.131789
1773689893.845952,464507,0.028034,-0.914280,0.068961,-0.020027,-0.016720,-0.014422,-0.999556,0.095775,-0.946190,0.123649,-0.018947,0.986829,0.088504,0.134077
1773689893.866074,464509,0.027811,-0.914234,0.069125,-0.033862,-0.017780,-0.031890,-0.998759,0.095628,-0.946178,0.123907,-0.019461,0.986519,0.087784,0.136736
1773689893.876139,464511,0.028037,-0.914277,0.068951,-0.020246,-0.016818,-0.014494,-0.999549,0.095461,-0.946141,0.124266,-0.020073,0.986253,0.086386,0.139423
1773689893.896260,464513,0.028039,-0.914280,0.068985,-0.020471,-0.016745,-0.014546,-0.999545,0.095264,-0.946073,0.124665,-0.019689,0.985779,0.086968,0.142437
1773689893.906323,464514,0.028040,-0.914268,0.068971,-0.020293,-0.016791,-0.014692,-0.999545,0.095159,-0.946059,0.124851,-0.020491,0.985583,0.086463,0.143984
1773689893.916384,464515,0.027827,-0.914213,0.069144,-0.033679,-0.017734,-0.031977,-0.998764,0.095051,-0.946043,0.125039,-0.020749,0.985275,0.086683,0.145907
1773689893.926450,464516,0.027828,-0.914207,0.069144,-0.033550,-0.017619,-0.031542,-0.998784,0.094939,-0.946015,0.125243,-0.021647,0.985032,0.086397,0.147575
1773689893.946572,464519,0.027817,-0.914207,0.069183,-0.033681,-0.017657,-0.031744,-0.998772,0.094580,-0.945928,0.125877,-0.022923,0.984633,0.083644,0.151578
1773689893.956635,464520,0.027816,-0.914225,0.069167,-0.033695,-0.017673,-0.031735,-0.998772,0.094459,-0.945903,0.126059,-0.023878,0.984343,0.083845,0.153197
1773689893.966698,464521,0.027814,-0.914230,0.069138,-0.033713,-0.017669,-0.031804,-0.998769,0.094336,-0.945893,0.126245,-0.023250,0.984055,0.083194,0.155479
1773689893.986825,464523,0.028029,-0.914286,0.068946,-0.020577,-0.016762,-0.014462,-0.999543,0.094074,-0.945807,0.126684,-0.022983,0.983657,0.079930,0.159690
1773689894.006948,464526,0.028031,-0.914280,0.068943,-0.020252,-0.016852,-0.014409,-0.999549,0.093644,-0.945563,0.127398,-0.022625,0.982981,0.074810,0.166250
1773689894.017009,464527,0.028024,-0.914297,0.068938,-0.020194,-0.016872,-0.014364,-0.999551,0.093488,-0.945493,0.127630,-0.022743,0.982702,0.072844,0.168744
1773689894.027071,464528,0.028020,-0.914289,0.068935,-0.020227,-0.016861,-0.014241,-0.999552,0.093325,-0.945418,0.127859,-0.023234,0.982522,0.069967,0.170925
1773689894.047194,464530,0.028001,-0.914296,0.068924,-0.020190,-0.017017,-0.014046,-0.999553,0.092970,-0.945247,0.128329,-0.024958,0.981976,0.065632,0.175479
1773689894.057256,464532,0.027981,-0.914321,0.068929,-0.020527,-0.017095,-0.014079,-0.999544,0.092628,-0.945093,0.128829,-0.025858,0.981094,0.063214,0.181078
1773689894.067318,464533,0.027976,-0.914303,0.068938,-0.020532,-0.017104,-0.013926,-0.999546,0.092450,-0.945015,0.129068,-0.024483,0.980883,0.059344,0.183702
1773689894.087445,464535,0.027972,-0.914305,0.068951,-0.020617,-0.017213,-0.014191,-0.999539,0.092099,-0.944825,0.129563,-0.022286,0.980013,0.056866,0.189327
1773689894.107569,464538,0.027969,-0.914288,0.068961,-0.020674,-0.017215,-0.013978,-0.999540,0.091609,-0.944527,0.130247,-0.021225,0.979063,0.049032,0.196421
1773689894.117631,464539,0.027967,-0.914284,0.068970,-0.020799,-0.017243,-0.013901,-0.999538,0.091452,-0.944477,0.130481,-0.020967,0.978690,0.048410,0.198452
1773689894.127694,464540,0.027968,-0.914269,0.068981,-0.020702,-0.017229,-0.013820,-0.999542,0.091306,-0.944439,0.130698,-0.021465,0.978255,0.047425,0.200768
1773689894.137758,464541,0.027970,-0.914272,0.068968,-0.020598,-0.017225,-0.014018,-0.999541,0.091178,-0.944420,0.130880,-0.022205,0.977864,0.047069,0.202665
1773689894.147819,464542,0.027973,-0.914273,0.068954,-0.020580,-0.017147,-0.013805,-0.999546,0.091059,-0.944424,0.131049,-0.022594,0.977508,0.045499,0.204690
1773689894.157880,464544,0.027983,-0.914279,0.068948,-0.020641,-0.017170,-0.014128,-0.999540,0.090850,-0.944466,0.131370,-0.021882,0.976943,0.043034,0.207971
1773689894.178004,464546,0.027990,-0.914271,0.068956,-0.020699,-0.017089,-0.013946,-0.999542,0.090652,-0.944468,0.131688,-0.021557,0.976508,0.039273,0.210774
1773689894.188066,464547,0.027995,-0.914263,0.068949,-0.020311,-0.016993,-0.013646,-0.999556,0.090556,-0.944465,0.131823,-0.020945,0.976245,0.038049,0.212272
1773689894.208189,464550,0.027979,-0.914299,0.068933,-0.020629,-0.017066,-0.013850,-0.999546,0.090251,-0.944440,0.132228,-0.018466,0.975362,0.036563,0.216776
1773689894.218252,464552,0.027972,-0.914311,0.068937,-0.020682,-0.017010,-0.013662,-0.999548,0.090048,-0.944394,0.132491,-0.018543,0.974835,0.035729,0.219264
1773689894.228313,464553,0.027974,-0.914305,0.068934,-0.020694,-0.017091,-0.013569,-0.999548,0.089949,-0.944362,0.132613,-0.018044,0.974572,0.034820,0.220616
1773689894.258499,464556,0.027996,-0.914298,0.068923,-0.020681,-0.016946,-0.013697,-0.999549,0.089768,-0.944446,0.132941,-0.016509,0.973895,0.032913,0.223994
1773689894.268569,464557,0.028010,-0.914277,0.068935,-0.020468,-0.016794,-0.013419,-0.999559,0.089765,-0.944504,0.133009,-0.015866,0.973786,0.033152,0.224476
1773689894.278571,464558,0.028021,-0.914258,0.068951,-0.020363,-0.016866,-0.013777,-0.999555,0.089801,-0.944561,0.133020,-0.015504,0.973822,0.033594,0.224282
1773689894.288625,464559,0.028026,-0.914252,0.068978,-0.020734,-0.016826,-0.014035,-0.999545,0.089894,-0.944631,0.132964,-0.014771,0.974010,0.033620,0.223507
1773689894.308730,464562,0.027812,-0.914180,0.069162,-0.034128,-0.017765,-0.031636,-0.998759,0.090385,-0.944914,0.132359,-0.014167,0.975165,0.035509,0.218153
1773689894.318782,464563,0.028023,-0.914248,0.068959,-0.020553,-0.016680,-0.013898,-0.999553,0.090613,-0.944999,0.132023,-0.014062,0.975805,0.032938,0.215690
1773689894.328847,464564,0.028018,-0.914244,0.068961,-0.020708,-0.016724,-0.013949,-0.999548,0.090875,-0.945107,0.131649,-0.013119,0.976471,0.034220,0.212512
1773689894.348972,464566,0.027787,-0.914208,0.069174,-0.033978,-0.017752,-0.031222,-0.998777,0.091445,-0.945123,0.130854,-0.012203,0.977840,0.033615,0.206278
1773689894.359034,464568,0.027987,-0.914243,0.068977,-0.020631,-0.016961,-0.013989,-0.999546,0.092037,-0.945248,0.129931,-0.010380,0.979238,0.034606,0.199469
1773689894.369098,464569,0.027972,-0.914234,0.068970,-0.020583,-0.017019,-0.014069,-0.999544,0.092322,-0.945359,0.129458,-0.009922,0.979966,0.035481,0.195728
1773689894.389223,464572,0.027940,-0.914252,0.068982,-0.020663,-0.017357,-0.013675,-0.999542,0.093124,-0.945406,0.128111,-0.009186,0.982332,0.031828,0.184192
1773689894.409346,464574,0.027925,-0.914274,0.068976,-0.020679,-0.017412,-0.013449,-0.999544,0.093610,-0.945526,0.127246,-0.009660,0.983461,0.032208,0.177972
1773689894.419408,464576,0.027924,-0.914291,0.068938,-0.020580,-0.017384,-0.013362,-0.999548,0.094067,-0.945580,0.126370,-0.009265,0.984629,0.034654,0.170935
1773689894.429470,464577,0.027923,-0.914292,0.068947,-0.020555,-0.017372,-0.013550,-0.999546,0.094294,-0.945591,0.125985,-0.008368,0.985178,0.034431,0.167833
1773689894.439532,464578,0.027928,-0.914295,0.068979,-0.020655,-0.017417,-0.013564,-0.999543,0.094522,-0.945553,0.125602,-0.007814,0.985754,0.035512,0.164214
1773689894.459656,464580,0.027931,-0.914284,0.068999,-0.020560,-0.017463,-0.013620,-0.999543,0.094960,-0.945522,0.124823,-0.008226,0.986582,0.039559,0.158190
1773689894.469718,464582,0.027931,-0.914307,0.068956,-0.020453,-0.017409,-0.013688,-0.999546,0.095357,-0.945598,0.123991,-0.009147,0.987678,0.040447,0.150903
1773689894.479783,464583,0.027923,-0.914304,0.068956,-0.020517,-0.017384,-0.013580,-0.999546,0.095542,-0.945619,0.123606,-0.009215,0.988159,0.039371,0.148011
1773689894.489846,464584,0.027917,-0.914311,0.068974,-0.020521,-0.017399,-0.013595,-0.999546,0.095723,-0.945684,0.123231,-0.008572,0.988701,0.038811,0.144535
1773689894.509973,464586,0.027905,-0.914309,0.068995,-0.020591,-0.017466,-0.013629,-0.999543,0.096097,-0.945720,0.122484,-0.007148,0.989443,0.041091,0.138790
1773689894.520033,464587,0.027683,-0.914265,0.069188,-0.034158,-0.018499,-0.031235,-0.998757,0.096308,-0.945757,0.122026,-0.007447,0.989978,0.042238,0.134550
